comment,cleaned_comment,case_folding,slang_check,tokenize,stopword_removal,stemming
Gitu aja kok repot. Kan bisa rebus. ga harus goreng. Bisa makan pisang dan singkong. Bensin mahal jalan kaki biar sehat. Ga punya rumah? Tunggu tapera. Kerja kerja kerja kena tipes. Ada bpjs😂. Jgn takut. Indonesia kaya timah. batubara dan nikel. 😂,Gitu aja kok repot Kan bisa rebus ga harus goreng Bisa makan pisang dan singkong Bensin mahal jalan kaki biar sehat Ga punya rumah Tunggu tapera Kerja kerja kerja kena tipes Ada bpjs Jgn takut Indonesia kaya timah batubara dan nikel ,gitu aja kok repot kan bisa rebus ga harus goreng bisa makan pisang dan singkong bensin mahal jalan kaki biar sehat ga punya rumah tunggu tapera kerja kerja kerja kena tipes ada bpjs jgn takut indonesia kaya timah batubara dan nikel,gitu aja kok repot kan bisa rebus ga harus goreng bisa makan pisang dan singkong bensin mahal jalan kaki biar sehat ga punya rumah tunggu tapera kerja kerja kerja kena tipes ada bpjs jangan takut indonesia kaya timah batubara dan nikel,"['gitu', 'aja', 'kok', 'repot', 'kan', 'bisa', 'rebus', 'ga', 'harus', 'goreng', 'bisa', 'makan', 'pisang', 'dan', 'singkong', 'bensin', 'mahal', 'jalan', 'kaki', 'biar', 'sehat', 'ga', 'punya', 'rumah', 'tunggu', 'tapera', 'kerja', 'kerja', 'kerja', 'kena', 'tipes', 'ada', 'bpjs', 'jangan', 'takut', 'indonesia', 'kaya', 'timah', 'batubara', 'dan', 'nikel']","['repot', 'rebus', 'goreng', 'pisang', 'bensin', 'mahal', 'jalan', 'kaki', 'sehat', 'rumah', 'tunggu', 'tapera', 'kerja', 'kerja', 'kerja', 'kena', 'tipes', 'bpjs', 'takut', 'indonesia', 'timah', 'batubara', 'nikel']",repot rebus goreng pisang bensin mahal jalan kaki sehat rumah tunggu tapera kerja kerja kerja kena tipes bpjs takut indonesia timah batubara nikel
Wkwkw dari jaman sebelum sby sampe sekrng ya gitu mulu,Wkwkw dari jaman sebelum sby sampe sekrng ya gitu mulu,wkwkw dari jaman sebelum sby sampe sekrng ya gitu mulu,wkwkw dari jaman sebelum sby sampai sekrng ya gitu mulu,"['wkwkw', 'dari', 'jaman', 'sebelum', 'sby', 'sampai', 'sekrng', 'ya', 'gitu', 'mulu']",['sby'],sby
Kata si anu ekonomi baik-baik saja & stabil.,Kata si anu ekonomi baikbaik saja  stabil,kata si anu ekonomi baikbaik saja stabil,kata si anu ekonomi baikbaik saja stabil,"['kata', 'si', 'anu', 'ekonomi', 'baikbaik', 'saja', 'stabil']","['baikbaik', 'stabil']",baikbaik stabil
mana peduli. IKN jalan teruss,mana peduli IKN jalan teruss,mana peduli ikn jalan teruss,mana peduli ibu kota nusantara jalan teruss,"['mana', 'peduli', 'ibu', 'kota', 'nusantara', 'jalan', 'teruss']","['peduli', 'kota', 'nusantara', 'jalan', 'teruss']",peduli kota nusantara jalan teruss
Kaum 58% kenapa sepi ga ada suaranya ya.....nyesel???,Kaum  kenapa sepi ga ada suaranya yanyesel,kaum kenapa sepi ga ada suaranya yanyesel,kaum kenapa sepi ga ada suaranya yanyesel,"['kaum', 'kenapa', 'sepi', 'ga', 'ada', 'suaranya', 'yanyesel']","['sepi', 'suaranya', 'yanyesel']",sepi suara yanyesel
Rakyat sudah susah tambah2 di susah susahin,Rakyat sudah susah tambah di susah susahin,rakyat sudah susah tambah di susah susahin,rakyat sudah susah tambah di susah susahin,"['rakyat', 'sudah', 'susah', 'tambah', 'di', 'susah', 'susahin']",['susahin'],susahin
Rajin2 aja korup,Rajin aja korup,rajin aja korup,rajin aja korup,"['rajin', 'aja', 'korup']","['rajin', 'korup']",rajin korup
Owh bermasalah? Kupikirkan tidak. Warganya lagi sibuk ngurusin soal bahasa negara sebelah. soal warga asing negara sebelah wkwkwk,Owh bermasalah Kupikirkan tidak Warganya lagi sibuk ngurusin soal bahasa negara sebelah soal warga asing negara sebelah wkwkwk,owh bermasalah kupikirkan tidak warganya lagi sibuk ngurusin soal bahasa negara sebelah soal warga asing negara sebelah wkwkwk,owh bermasalah kupikirkan tidak warganya lagi sibuk ngurusin soal bahasa negara sebelah soal warga asing negara sebelah wkwkwk,"['owh', 'bermasalah', 'kupikirkan', 'tidak', 'warganya', 'lagi', 'sibuk', 'ngurusin', 'soal', 'bahasa', 'negara', 'sebelah', 'soal', 'warga', 'asing', 'negara', 'sebelah', 'wkwkwk']","['owh', 'bermasalah', 'kupikirkan', 'warganya', 'ngurusin', 'bahasa', 'warga', 'asing', 'wkwkwk']",owh masalah pikir warga ngurusin bahasa warga asing wkwkwk
Ayolah bisa ekonomi indonesia bangkit jadi no.1 lagi,Ayolah bisa ekonomi indonesia bangkit jadi no lagi,ayolah bisa ekonomi indonesia bangkit jadi no lagi,ayolah bisa ekonomi indonesia bangkit jadi no lagi,"['ayolah', 'bisa', 'ekonomi', 'indonesia', 'bangkit', 'jadi', 'no', 'lagi']","['indonesia', 'bangkit', 'no']",indonesia bangkit no
Main judol aja .... sekarang dpt bansos.... joget aja gak sih...🎉🎉🎉😂😂,Main judol aja  sekarang dpt bansos joget aja gak sih,main judol aja sekarang dpt bansos joget aja gak sih,main judol aja sekarang dpt bansos joget aja tidak sih,"['main', 'judol', 'aja', 'sekarang', 'dpt', 'bansos', 'joget', 'aja', 'tidak', 'sih']","['main', 'judol', 'bansos', 'joget']",main judol bansos joget
Warga Negara Indonesia adalah masyarakat masokis yang selalu ingin menderita secara sengaja dengan memilih pemimpin yang hebat. Hebat curangnya Hebat korupnya Hebat kebijakannya I love U Indonesia. mantap,Warga Negara Indonesia adalah masyarakat masokis yang selalu ingin menderita secara sengaja dengan memilih pemimpin yang hebat Hebat curangnya Hebat korupnya Hebat kebijakannya I love U Indonesia mantap,warga negara indonesia adalah masyarakat masokis yang selalu ingin menderita secara sengaja dengan memilih pemimpin yang hebat hebat curangnya hebat korupnya hebat kebijakannya i love u indonesia mantap,warga negara indonesia adalah masyarakat masokis yang selalu ingin menderita secara sengaja dengan memilih pemimpin yang hebat hebat curangnya hebat korupnya hebat kebijakannya i love u indonesia mantap,"['warga', 'negara', 'indonesia', 'adalah', 'masyarakat', 'masokis', 'yang', 'selalu', 'ingin', 'menderita', 'secara', 'sengaja', 'dengan', 'memilih', 'pemimpin', 'yang', 'hebat', 'hebat', 'curangnya', 'hebat', 'korupnya', 'hebat', 'kebijakannya', 'i', 'love', 'u', 'indonesia', 'mantap']","['warga', 'indonesia', 'masokis', 'menderita', 'sengaja', 'memilih', 'pemimpin', 'curangnya', 'korupnya', 'kebijakannya', 'love', 'u', 'indonesia']",warga indonesia masokis derita sengaja pilih pimpin curang korup bijak love u indonesia
Oke gas oke gas,Oke gas oke gas,oke gas oke gas,oke gas oke gas,"['oke', 'gas', 'oke', 'gas']",[],
bawa aku pergi dari negeri konoha,bawa aku pergi dari negeri konoha,bawa aku pergi dari negeri konoha,bawa aku pergi dari negeri konoha,"['bawa', 'aku', 'pergi', 'dari', 'negeri', 'konoha']","['bawa', 'konoha']",bawa konoha
Pemimpim DUNGU di Negara wakanda sibuk mencarikan anak-anak bloonnya pekerjaan dan bagi-bagi kue supaya posisinya aman. padahal berita terkini: GoTo PHK 1.300 Karyawan. Apa Pertimbangannya? https://youtu.be/6cLVxU0EOSo?si=RKqTF7Ta9HznF0wv Kelas Menengah Mengamuk. Negara Terguncang Chilean Paradox https://youtu.be/MVD7GKwMhfM?si=8OTMt42qPA9V2I5o Gak Perlu Bansos. Kelas Menengah Butuh Lapangan Kerja Demi Jaga Daya Beli https://youtu.be/ImzaLJDZQEQ?si=3ynd7H_kKz1yNOVP Dampak PHK. Bisnis Kontrakan Tak Laku. Hingga Katering Tutup Total https://youtu.be/_0wqRtzkOKo?si=BriOpNp-S40of6z3 Industri Tekstil Skarat? 13.800. Karyawan Kena PHK Hingga Juni 2024 https://youtu.be/0hgNVUJwP6Q?si=HcOEXOQfMzEHzCYd","Pemimpim DUNGU di Negara wakanda sibuk mencarikan anakanak bloonnya pekerjaan dan bagibagi kue supaya posisinya aman padahal berita terkini GoTo PHK  Karyawan Apa Pertimbangannya Kelas Menengah Mengamuk Negara Terguncang Chilean Paradox Gak Perlu Bansos Kelas Menengah Butuh Lapangan Kerja Demi Jaga Daya Beli Dampak PHK Bisnis Kontrakan Tak Laku Hingga Katering Tutup Total Industri Tekstil Skarat  Karyawan Kena PHK Hingga Juni ,pemimpim dungu di negara wakanda sibuk mencarikan anakanak bloonnya pekerjaan dan bagibagi kue supaya posisinya aman padahal berita terkini goto phk karyawan apa pertimbangannya kelas menengah mengamuk negara terguncang chilean paradox gak perlu bansos kelas menengah butuh lapangan kerja demi jaga daya beli dampak phk bisnis kontrakan tak laku hingga katering tutup total industri tekstil skarat karyawan kena phk hingga juni,pemimpim dungu di negara wakanda sibuk mencarikan anakanak bloonnya pekerjaan dan bagibagi kue supaya posisinya aman padahal berita terkini goto phk karyawan apa pertimbangannya kelas menengah mengamuk negara terguncang chilean paradox tidak perlu bansos kelas menengah butuh lapangan kerja demi jaga daya beli dampak phk bisnis kontrakan tak laku hingga katering tutup total industri tekstil skarat karyawan kena phk hingga juni,"['pemimpim', 'dungu', 'di', 'negara', 'wakanda', 'sibuk', 'mencarikan', 'anakanak', 'bloonnya', 'pekerjaan', 'dan', 'bagibagi', 'kue', 'supaya', 'posisinya', 'aman', 'padahal', 'berita', 'terkini', 'goto', 'phk', 'karyawan', 'apa', 'pertimbangannya', 'kelas', 'menengah', 'mengamuk', 'negara', 'terguncang', 'chilean', 'paradox', 'tidak', 'perlu', 'bansos', 'kelas', 'menengah', 'butuh', 'lapangan', 'kerja', 'demi', 'jaga', 'daya', 'beli', 'dampak', 'phk', 'bisnis', 'kontrakan', 'tak', 'laku', 'hingga', 'katering', 'tutup', 'total', 'industri', 'tekstil', 'skarat', 'karyawan', 'kena', 'phk', 'hingga', 'juni']","['pemimpim', 'dungu', 'wakanda', 'mencarikan', 'anakanak', 'bloonnya', 'pekerjaan', 'bagibagi', 'kue', 'posisinya', 'berita', 'terkini', 'goto', 'phk', 'karyawan', 'pertimbangannya', 'kelas', 'menengah', 'mengamuk', 'terguncang', 'chilean', 'paradox', 'bansos', 'kelas', 'menengah', 'butuh', 'lapangan', 'kerja', 'jaga', 'beli', 'dampak', 'phk', 'bisnis', 'kontrakan', 'laku', 'katering', 'tutup', 'industri', 'tekstil', 'skarat', 'karyawan', 'kena', 'phk', 'juni']",pemimpim dungu wakanda cari anakanak bloonnya kerja bagibagi kue posisi berita kini goto phk karyawan timbang kelas tengah amuk guncang chilean paradox bansos kelas tengah butuh lapang kerja jaga beli dampak phk bisnis kontra laku katering tutup industri tekstil skarat karyawan kena phk juni
Kira2 bisa g di jogettin aja?,Kira bisa g di jogettin aja,kira bisa g di jogettin aja,kira bisa g di jogettin aja,"['kira', 'bisa', 'g', 'di', 'jogettin', 'aja']",['jogettin'],jogettin
Tangkap Penguasa dan KRONI- KRONI  nya.....,Tangkap Penguasa dan KRONI KRONI  nya,tangkap penguasa dan kroni kroni nya,tangkap penguasa dan kroni kroni nya,"['tangkap', 'penguasa', 'dan', 'kroni', 'kroni', 'nya']","['tangkap', 'penguasa', 'kroni', 'kroni']",tangkap kuasa kroni kroni
Tenaaa..ng. Yg penting IKN jadi ...yg lain ngak penting 😀. gas keuunnn. Ayo gas. ayo gas .... kan nanti ada makan siang gratis ..,Tenaaang Yg penting IKN jadi yg lain ngak penting  gas keuunnn Ayo gas ayo gas  kan nanti ada makan siang gratis ,tenaaang yg penting ikn jadi yg lain ngak penting gas keuunnn ayo gas ayo gas kan nanti ada makan siang gratis,tenaaang yang penting ibu kota nusantara jadi yang lain tidak penting gas keuunnn ayo gas ayo gas kan nanti ada makan siang gratis,"['tenaaang', 'yang', 'penting', 'ibu', 'kota', 'nusantara', 'jadi', 'yang', 'lain', 'tidak', 'penting', 'gas', 'keuunnn', 'ayo', 'gas', 'ayo', 'gas', 'kan', 'nanti', 'ada', 'makan', 'siang', 'gratis']","['tenaaang', 'kota', 'nusantara', 'gratis']",tenaaang kota nusantara gratis
bukan cuma ekonomi. Semua di RI sedang bermasalah. Moral bermasalah. kesejahteraan bermasalah. pelayanan kesehatan bermasalah. harga pangan bermasalah. sampe politik RI juga bermasalah.,bukan cuma ekonomi Semua di RI sedang bermasalah Moral bermasalah kesejahteraan bermasalah pelayanan kesehatan bermasalah harga pangan bermasalah sampe politik RI juga bermasalah,bukan cuma ekonomi semua di ri sedang bermasalah moral bermasalah kesejahteraan bermasalah pelayanan kesehatan bermasalah harga pangan bermasalah sampe politik ri juga bermasalah,bukan cuma ekonomi semua di ri sedang bermasalah moral bermasalah kesejahteraan bermasalah pelayanan kesehatan bermasalah harga pangan bermasalah sampai politik ri juga bermasalah,"['bukan', 'cuma', 'ekonomi', 'semua', 'di', 'ri', 'sedang', 'bermasalah', 'moral', 'bermasalah', 'kesejahteraan', 'bermasalah', 'pelayanan', 'kesehatan', 'bermasalah', 'harga', 'pangan', 'bermasalah', 'sampai', 'politik', 'ri', 'juga', 'bermasalah']","['ri', 'bermasalah', 'moral', 'bermasalah', 'kesejahteraan', 'bermasalah', 'pelayanan', 'kesehatan', 'bermasalah', 'harga', 'pangan', 'bermasalah', 'politik', 'ri', 'bermasalah']",ri masalah moral masalah sejahtera masalah layan sehat masalah harga pangan masalah politik ri masalah
meskipun begitu ya warganya bahagia. buktinya 58% semua nya joget joget bahagia. ok gas ok gas 🔥,meskipun begitu ya warganya bahagia buktinya  semua nya joget joget bahagia ok gas ok gas ,meskipun begitu ya warganya bahagia buktinya semua nya joget joget bahagia ok gas ok gas,meskipun begitu ya warganya bahagia buktinya semua nya joget joget bahagia ok gas ok gas,"['meskipun', 'begitu', 'ya', 'warganya', 'bahagia', 'buktinya', 'semua', 'nya', 'joget', 'joget', 'bahagia', 'ok', 'gas', 'ok', 'gas']","['warganya', 'bahagia', 'joget', 'joget', 'bahagia']",warga bahagia joget joget bahagia
Siapa bilang moral bermasalah. justru pemerintah berada pada puncak moral tertinggi. buktinya keluarga yang terkenal dampak judol akan diberi BANSOS oleh pemerintah seperti yang disampaikan oleh bibib dari Gerindra dan menko PKM Muhajir.,Siapa bilang moral bermasalah justru pemerintah berada pada puncak moral tertinggi buktinya keluarga yang terkenal dampak judol akan diberi BANSOS oleh pemerintah seperti yang disampaikan oleh bibib dari Gerindra dan menko PKM Muhajir,siapa bilang moral bermasalah justru pemerintah berada pada puncak moral tertinggi buktinya keluarga yang terkenal dampak judol akan diberi bansos oleh pemerintah seperti yang disampaikan oleh bibib dari gerindra dan menko pkm muhajir,siapa bilang moral bermasalah justru pemerintah berada pada puncak moral tertinggi buktinya keluarga yang terkenal dampak judol akan diberi bansos oleh pemerintah seperti yang disampaikan oleh bibib dari gerindra dan menko pkm muhajir,"['siapa', 'bilang', 'moral', 'bermasalah', 'justru', 'pemerintah', 'berada', 'pada', 'puncak', 'moral', 'tertinggi', 'buktinya', 'keluarga', 'yang', 'terkenal', 'dampak', 'judol', 'akan', 'diberi', 'bansos', 'oleh', 'pemerintah', 'seperti', 'yang', 'disampaikan', 'oleh', 'bibib', 'dari', 'gerindra', 'dan', 'menko', 'pkm', 'muhajir']","['moral', 'bermasalah', 'puncak', 'moral', 'tertinggi', 'keluarga', 'terkenal', 'dampak', 'judol', 'bansos', 'bibib', 'gerindra', 'menko', 'pkm', 'muhajir']",moral masalah puncak moral tinggi keluarga kenal dampak judol bansos bibib gerindra menko pkm muhajir
Hutan belanatara kalimantan jd kebun sawit milik perusahaan.skrg papua . Mentok kita krisis ke hutan.hutan nya pada punya perusahaan  gmnaplg rakyat papua bnyl bergantung pd hutan,Hutan belanatara kalimantan jd kebun sawit milik perusahaanskrg papua Mentok kita krisis ke hutanhutan nya pada punya perusahaan  gmnaplg rakyat papua bnyl bergantung pd hutan,hutan belanatara kalimantan jd kebun sawit milik perusahaanskrg papua mentok kita krisis ke hutanhutan nya pada punya perusahaan gmnaplg rakyat papua bnyl bergantung pd hutan,hutan belanatara kalimantan jadi kebun sawit milik perusahaanskrg papua mentok kita krisis ke hutanhutan nya pada punya perusahaan gmnaplg rakyat papua bnyl bergantung pd hutan,"['hutan', 'belanatara', 'kalimantan', 'jadi', 'kebun', 'sawit', 'milik', 'perusahaanskrg', 'papua', 'mentok', 'kita', 'krisis', 'ke', 'hutanhutan', 'nya', 'pada', 'punya', 'perusahaan', 'gmnaplg', 'rakyat', 'papua', 'bnyl', 'bergantung', 'pd', 'hutan']","['belanatara', 'kalimantan', 'kebun', 'sawit', 'milik', 'perusahaanskrg', 'papua', 'mentok', 'hutanhutan', 'gmnaplg', 'papua', 'bnyl', 'bergantung']",belanatara kalimantan kebun sawit milik perusahaanskrg papua mentok hutanhutan gmnaplg papua bnyl gantung
​@@rbby_yhy😂😂😂😂,rbbyyhy,rbbyyhy,rbbyyhy,['rbbyyhy'],['rbbyyhy'],rbbyyhy
​@@mama-se3qcdi malay. brunei. di china Judol pada dibanned pemerintahnya. di indonesia malah dibebaskan. Pemerintah dapet Bayaran mahal dari konsorsium judol. emang pemerintah yg niat hancurin bangsanya sendiri kampret,mamaseqcdi malay brunei di china Judol pada dibanned pemerintahnya di indonesia malah dibebaskan Pemerintah dapet Bayaran mahal dari konsorsium judol emang pemerintah yg niat hancurin bangsanya sendiri kampret,mamaseqcdi malay brunei di china judol pada dibanned pemerintahnya di indonesia malah dibebaskan pemerintah dapet bayaran mahal dari konsorsium judol emang pemerintah yg niat hancurin bangsanya sendiri kampret,mamaseqcdi malaysia brunei di china judol pada dibanned pemerintahnya di indonesia malah dibebaskan pemerintah dapet bayaran mahal dari konsorsium judol emang pemerintah yang niat hancurin bangsanya sendiri kampret,"['mamaseqcdi', 'malaysia', 'brunei', 'di', 'china', 'judol', 'pada', 'dibanned', 'pemerintahnya', 'di', 'indonesia', 'malah', 'dibebaskan', 'pemerintah', 'dapet', 'bayaran', 'mahal', 'dari', 'konsorsium', 'judol', 'emang', 'pemerintah', 'yang', 'niat', 'hancurin', 'bangsanya', 'sendiri', 'kampret']","['mamaseqcdi', 'malaysia', 'brunei', 'china', 'judol', 'dibanned', 'pemerintahnya', 'indonesia', 'dibebaskan', 'dapet', 'bayaran', 'mahal', 'konsorsium', 'judol', 'niat', 'hancurin', 'bangsanya', 'kampret']",mamaseqcdi malaysia brunei china judol dibanned perintah indonesia bebas dapet bayar mahal konsorsium judol niat hancurin bangsa kampret
Bermasalahlah. Indo jelas keteteran dlm segala hal sedangkan policy pembangunannya nggak jelas. seruduk sana seruduk sini tanpa arah yg jelas,Bermasalahlah Indo jelas keteteran dlm segala hal sedangkan policy pembangunannya nggak jelas seruduk sana seruduk sini tanpa arah yg jelas,bermasalahlah indo jelas keteteran dlm segala hal sedangkan policy pembangunannya nggak jelas seruduk sana seruduk sini tanpa arah yg jelas,bermasalahlah indo jelas keteteran dlm segala hal sedangkan policy pembangunannya tidak jelas seruduk sana seruduk sini tanpa arah yang jelas,"['bermasalahlah', 'indo', 'jelas', 'keteteran', 'dlm', 'segala', 'hal', 'sedangkan', 'policy', 'pembangunannya', 'tidak', 'jelas', 'seruduk', 'sana', 'seruduk', 'sini', 'tanpa', 'arah', 'yang', 'jelas']","['bermasalahlah', 'indo', 'keteteran', 'policy', 'pembangunannya', 'seruduk', 'seruduk']",masalah indo keteter policy bangun seruduk seruduk
Rakyat boleh susah asal jgn ASN.PNS.pejabat.presiden ga mungkin susah dong.mrk selalu makmur. Dr gaji bulanan.tunjangan dan dari gaji sambilan.sambilan korup😅😅jadi untuk para begal.penjahat.pembegal.dan para bajingan jgn rampok duit rakyat tp rampoklah mrk yg berduit.ok,Rakyat boleh susah asal jgn ASNPNSpejabatpresiden ga mungkin susah dongmrk selalu makmur Dr gaji bulanantunjangan dan dari gaji sambilansambilan korupjadi untuk para begalpenjahatpembegaldan para bajingan jgn rampok duit rakyat tp rampoklah mrk yg berduitok,rakyat boleh susah asal jgn asnpnspejabatpresiden ga mungkin susah dongmrk selalu makmur dr gaji bulanantunjangan dan dari gaji sambilansambilan korupjadi untuk para begalpenjahatpembegaldan para bajingan jgn rampok duit rakyat tp rampoklah mrk yg berduitok,rakyat boleh susah asal jangan asnpnspejabatpresiden ga mungkin susah dongmrk selalu makmur dr gaji bulanantunjangan dan dari gaji sambilansambilan korupjadi untuk para begalpenjahatpembegaldan para bajingan jangan rampok duit rakyat tp rampoklah mrk yang berduitok,"['rakyat', 'boleh', 'susah', 'asal', 'jangan', 'asnpnspejabatpresiden', 'ga', 'mungkin', 'susah', 'dongmrk', 'selalu', 'makmur', 'dr', 'gaji', 'bulanantunjangan', 'dan', 'dari', 'gaji', 'sambilansambilan', 'korupjadi', 'untuk', 'para', 'begalpenjahatpembegaldan', 'para', 'bajingan', 'jangan', 'rampok', 'duit', 'rakyat', 'tp', 'rampoklah', 'mrk', 'yang', 'berduitok']","['asnpnspejabatpresiden', 'dongmrk', 'makmur', 'bulanantunjangan', 'sambilansambilan', 'korupjadi', 'begalpenjahatpembegaldan', 'bajingan', 'rampok', 'duit', 'rampoklah', 'mrk', 'berduitok']",asnpnspejabatpresiden dongmrk makmur bulanantunjangan sambilansambilan korupjadi begalpenjahatpembegaldan bajing rampok duit rampok mrk berduitok
